Student_ID,cap_Programming,cap_Algorithms,cap_Math,cap_Theory,cap_Data,cap_Systems,cap_Hardware,cap_AI,cap_UX,cap_Security,cap_Graphics,cap_Biology,Track_1,Track_2,Track_3
509,0.0055,0.1948,0.0225,0.2111,0.0442,0.1305,0.0391,0.2405,0.0138,0.02,0.0691,0.0087,Artificial Intelligence,Theory,Visual Computing
510,0.0113,0.1498,0.1951,0.0246,0.1336,0.041,0.0164,0.0631,0.056,0.2352,0.016,0.058,Theory,Information Track,Artificial Intelligence
511,0.0037,0.0084,0.0003,0.5255,0.1132,0.1079,0.0498,0.0249,0.0115,0.0234,0.0329,0.0986,Theory,Human-Computer Interaction,Computational Biology
512,0.0766,0.008,0.0018,0.0107,0.0522,0.2672,0.1002,0.1598,0.062,0.0443,0.0113,0.206,Computer Engineering,Systems,Computational Biology
513,0.1698,0.0204,0.0797,0.0742,0.109,0.3246,0.0963,0.0863,0.0057,0.0072,0.023,0.0037,Systems,Computer Engineering,Information Track
514,0.1165,0.11,0.0125,0.1549,0.0144,0.0307,0.0245,0.0399,0.0252,0.0575,0.0448,0.3691,Computational Biology,Theory,Systems
515,0.0093,0.0247,0.0088,0.1586,0.009,0.2922,0.1158,0.1208,0.1331,0.0302,0.0355,0.062,Computer Engineering,Systems,Human-Computer Interaction
516,0.083,0.0217,0.0114,0.3236,0.002,0.1496,0.143,0.0325,0.0134,0.0145,0.1102,0.0949,Theory,Computer Engineering,Systems
517,0.114,0.2071,0.0879,0.0127,0.0208,0.1379,0.0175,0.0056,0.0907,0.0385,0.1887,0.0785,Visual Computing,Systems,Human-Computer Interaction
518,0.0103,0.3212,0.0325,0.0447,0.056,0.0057,0.0746,0.0143,0.0557,0.047,0.1612,0.1768,Theory,Computational Biology,Artificial Intelligence
519,0.0163,0.0446,0.0456,0.016,0.1563,0.1199,0.0206,0.0446,0.0109,0.0966,0.0126,0.4161,Computational Biology,Information Track,Systems
520,0.1013,0.033,0.0577,0.1618,0.0539,0.0128,0.0318,0.1237,0.069,0.0703,0.1347,0.1499,Visual Computing,Computational Biology,Human-Computer Interaction
521,0.2281,0.009,0.071,0.122,0.1279,0.0844,0.0165,0.1443,0.1151,0.0081,0.0563,0.0173,Human-Computer Interaction,Information Track,Artificial Intelligence
522,0.0351,0.0016,0.0436,0.068,0.0824,0.0928,0.1542,0.0207,0.0109,0.1626,0.0145,0.3136,Computational Biology,Computer Engineering,Systems
523,0.1331,0.05,0.2869,0.0074,0.026,0.0732,0.031,0.1898,0.0049,0.0574,0.0643,0.0761,Visual Computing,Artificial Intelligence,Theory
524,0.0251,0.0386,0.1579,0.0185,0.1492,0.0704,0.1222,0.1064,0.0198,0.0716,0.1721,0.0482,Visual Computing,Computational Biology,Artificial Intelligence
525,0.236,0.0418,0.0107,0.0343,0.2104,0.0268,0.1407,0.148,0.0299,0.006,0.0895,0.0259,Information Track,Artificial Intelligence,Human-Computer Interaction
526,0.1548,0.0592,0.0673,0.1524,0.0488,0.0593,0.0478,0.0464,0.0756,0.1676,0.0455,0.0753,Human-Computer Interaction,Theory,Information Track
527,0.1049,0.0297,0.0307,0.2559,0.1214,0.0813,0.0985,0.0028,0.0909,0.0673,0.0745,0.0421,Human-Computer Interaction,Theory,Information Track
528,0.0095,0.024,0.3365,0.0587,0.0703,0.0061,0.0043,0.1412,0.0863,0.0794,0.0311,0.1526,Theory,Computational Biology,Artificial Intelligence
529,0.0179,0.0204,0.0599,0.0327,0.0276,0.1005,0.1021,0.1688,0.0524,0.0074,0.031,0.3794,Computational Biology,Artificial Intelligence,Computer Engineering
530,0.0598,0.0816,0.0005,0.0482,0.0025,0.0555,0.1672,0.2279,0.0513,0.0404,0.1913,0.0738,Visual Computing,Artificial Intelligence,Computer Engineering
531,0.0087,0.0816,0.0358,0.0826,0.0791,0.1136,0.0574,0.0234,0.0912,0.2308,0.142,0.0538,Computer Engineering,Systems,Human-Computer Interaction
532,0.1694,0.1503,0.0145,0.0025,0.0835,0.1086,0.2124,0.1363,0.0567,0.0466,0.0017,0.0175,Computer Engineering,Systems,Artificial Intelligence
533,0.0469,0.0754,0.062,0.1034,0.025,0.0634,0.007,0.0407,0.1056,0.09,0.3558,0.0248,Visual Computing,Human-Computer Interaction,Theory
534,0.0564,0.0327,0.0475,0.1589,0.0942,0.175,0.0186,0.1689,0.005,0.1794,0.0326,0.0309,Systems,Computer Engineering,Artificial Intelligence
535,0.0581,0.2289,0.004,0.0352,0.1573,0.0409,0.018,0.0448,0.0395,0.2001,0.1163,0.057,Information Track,Artificial Intelligence,Systems
536,0.2799,0.0393,0.0038,0.0191,0.036,0.0107,0.1853,0.0915,0.0196,0.0562,0.0803,0.1782,Computer Engineering,Systems,Visual Computing
537,0.247,0.0838,0.1725,0.0956,0.0931,0.0141,0.0156,0.0873,0.0362,0.0025,0.1485,0.0038,Visual Computing,Information Track,Theory
538,0.0508,0.0435,0.1947,0.0372,0.0037,0.045,0.1033,0.3234,0.0316,0.0217,0.1332,0.0119,Visual Computing,Artificial Intelligence,Theory
539,0.1031,0.0562,0.0045,0.046,0.0333,0.125,0.3207,0.0337,0.1801,0.0061,0.0834,0.0079,Computer Engineering,Systems,Human-Computer Interaction
540,0.1592,0.0852,0.0628,0.1017,0.0611,0.2034,0.0733,0.1514,0.0426,0.0073,0.044,0.0079,Systems,Computer Engineering,Artificial Intelligence
541,0.0897,0.0658,0.0973,0.001,0.0216,0.0675,0.3003,0.0483,0.0552,0.1253,0.0925,0.0355,Computer Engineering,Systems,Visual Computing
542,0.0704,0.0327,0.45,0.0186,0.0619,0.0035,0.0334,0.2017,0.0299,0.0111,0.0856,0.0013,Theory,Visual Computing,Artificial Intelligence
543,0.006,0.1115,0.0998,0.1668,0.1304,0.0777,0.0036,0.1033,0.1263,0.1085,0.048,0.0179,Theory,Artificial Intelligence,Human-Computer Interaction
544,0.1037,0.0722,0.2195,0.0094,0.0142,0.0132,0.0874,0.0115,0.0038,0.3635,0.0014,0.1002,Theory,Computer Engineering,Information Track
545,0.0343,0.139,0.061,0.1749,0.1966,0.0007,0.0059,0.0217,0.0835,0.1653,0.0465,0.0705,Information Track,Theory,Human-Computer Interaction
546,0.0214,0.1676,0.3508,0.0321,0.07,0.0092,0.084,0.0716,0.016,0.0598,0.0417,0.0757,Theory,Artificial Intelligence,Computational Biology
547,0.0854,0.0008,0.1387,0.121,0.0442,0.0053,0.1363,0.3009,0.0266,0.0379,0.0197,0.0834,Artificial Intelligence,Computational Biology,Visual Computing
548,0.021,0.055,0.1491,0.1025,0.061,0.0681,0.1031,0.0007,0.0102,0.266,0.0101,0.1532,Theory,Computer Engineering,Computational Biology
549,0.1961,0.0245,0.0359,0.0653,0.1657,0.2209,0.1044,0.007,0.0859,0.041,0.0494,0.0039,Systems,Computer Engineering,Information Track
550,0.0199,0.1465,0.0567,0.0336,0.0454,0.1805,0.1295,0.0298,0.0117,0.0272,0.2375,0.0816,Visual Computing,Computer Engineering,Systems
551,0.0627,0.0747,0.0375,0.1354,0.061,0.0102,0.0114,0.0633,0.227,0.0303,0.1676,0.1189,Human-Computer Interaction,Visual Computing,Theory
552,0.0439,0.0057,0.0165,0.2008,0.0343,0.0715,0.1073,0.1991,0.0185,0.0803,0.1022,0.1199,Computational Biology,Visual Computing,Artificial Intelligence
553,0.1596,0.0176,0.1543,0.1104,0.0759,0.1125,0.0497,0.0139,0.1025,0.0696,0.0954,0.0386,Human-Computer Interaction,Theory,Information Track
554,0.1555,0.058,0.0058,0.0391,0.0925,0.1035,0.0447,0.1475,0.0204,0.0346,0.1499,0.1484,Visual Computing,Computational Biology,Artificial Intelligence
555,0.1487,0.2517,0.0119,0.2573,0.0497,0.0252,0.0352,0.0696,0.0372,0.0497,0.0186,0.0451,Theory,Artificial Intelligence,Human-Computer Interaction
556,0.077,0.0529,0.0386,0.1244,0.2031,0.1282,0.0366,0.1237,0.0149,0.0127,0.0385,0.1495,Computational Biology,Information Track,Artificial Intelligence
557,0.0314,0.0073,0.0157,0.2174,0.1116,0.0324,0.09,0.0833,0.1184,0.0295,0.2219,0.0411,Human-Computer Interaction,Visual Computing,Theory
558,0.1221,0.0017,0.0481,0.0447,0.0808,0.0078,0.161,0.0253,0.1165,0.1676,0.0851,0.1392,Computer Engineering,Human-Computer Interaction,Information Track
559,0.0878,0.0356,0.1341,0.0283,0.0686,0.1108,0.0386,0.0292,0.0498,0.138,0.2153,0.0638,Visual Computing,Information Track,Systems
560,0.103,0.2222,0.0099,0.0251,0.1174,0.1651,0.185,0.051,0.0089,0.0548,0.0249,0.0327,Systems,Computer Engineering,Artificial Intelligence
561,0.1327,0.007,0.1576,0.05,0.0813,0.0084,0.0369,0.0084,0.2921,0.1476,0.0552,0.0227,Human-Computer Interaction,Information Track,Theory
562,0.2051,0.032,0.0133,0.0627,0.2179,0.0003,0.0206,0.211,0.0142,0.0091,0.0639,0.1498,Computational Biology,Information Track,Artificial Intelligence
563,0.044,0.3536,0.0771,0.0052,0.3349,0.0355,0.023,0.0553,0.0246,0.0061,0.0001,0.0405,Artificial Intelligence,Information Track,Computational Biology
564,0.0952,0.0446,0.3748,0.0177,0.0173,0.0091,0.0094,0.0176,0.0826,0.124,0.1938,0.0139,Visual Computing,Theory,Information Track
565,0.1601,0.0299,0.009,0.1533,0.0759,0.0135,0.0422,0.0254,0.1003,0.0454,0.3407,0.0042,Visual Computing,Human-Computer Interaction,Information Track
566,0.0296,0.0444,0.0473,0.0257,0.0883,0.1404,0.1887,0.1105,0.1285,0.054,0.1181,0.0244,Computer Engineering,Systems,Human-Computer Interaction
567,0.0688,0.0516,0.0852,0.0455,0.4411,0.0508,0.014,0.1013,0.008,0.0159,0.0335,0.0845,Information Track,Computational Biology,Artificial Intelligence
568,0.0646,0.1829,0.153,0.0632,0.0462,0.0433,0.1691,0.0061,0.0015,0.1805,0.0737,0.016,Theory,Computer Engineering,Systems
569,0.0158,0.1586,0.1155,0.0728,0.0387,0.0432,0.2176,0.1985,0.0143,0.098,0.0129,0.0141,Artificial Intelligence,Computer Engineering,Theory
570,0.0742,0.0342,0.1764,0.0061,0.0471,0.165,0.1543,0.0112,0.0301,0.0635,0.0114,0.2265,Computer Engineering,Computational Biology,Systems
571,0.2336,0.0173,0.0123,0.0085,0.2279,0.0204,0.0511,0.0565,0.0867,0.0071,0.0244,0.2543,Information Track,Computational Biology,Human-Computer Interaction
572,0.1619,0.103,0.0013,0.0268,0.067,0.0218,0.1628,0.0681,0.0051,0.1624,0.2144,0.0055,Visual Computing,Computer Engineering,Systems
573,0.0722,0.0343,0.0474,0.0188,0.082,0.3011,0.0664,0.0082,0.0919,0.0395,0.184,0.0542,Systems,Computer Engineering,Visual Computing
574,0.0192,0.0191,0.1316,0.0277,0.131,0.0207,0.0349,0.0563,0.2577,0.2412,0.0208,0.0398,Human-Computer Interaction,Information Track,Computational Biology
575,0.013,0.0572,0.0495,0.1853,0.2133,0.0388,0.0543,0.1817,0.1318,0.0003,0.0309,0.0439,Artificial Intelligence,Computational Biology,Human-Computer Interaction
576,0.0244,0.0208,0.0036,0.0963,0.0284,0.005,0.0245,0.1512,0.1781,0.0616,0.0502,0.3558,Computational Biology,Human-Computer Interaction,Artificial Intelligence
577,0.0243,0.0263,0.0374,0.0206,0.0517,0.262,0.1036,0.0575,0.2953,0.0054,0.0256,0.0904,Human-Computer Interaction,Computer Engineering,Systems
578,0.1001,0.0042,0.054,0.1097,0.1254,0.1065,0.0405,0.0103,0.0583,0.0144,0.3089,0.0675,Visual Computing,Human-Computer Interaction,Information Track
579,0.0366,0.1393,0.066,0.0356,0.1602,0.1935,0.1071,0.0046,0.0801,0.1381,0.0141,0.0249,Computer Engineering,Systems,Information Track
580,0.1622,0.0015,0.1058,0.0486,0.0448,0.0005,0.1296,0.0338,0.0589,0.0857,0.0919,0.2366,Computational Biology,Visual Computing,Computer Engineering
581,0.0688,0.0463,0.279,0.0933,0.0321,0.0123,0.1678,0.0408,0.0981,0.0578,0.0201,0.0836,Theory,Computational Biology,Visual Computing
582,0.0052,0.044,0.0652,0.0472,0.1138,0.1451,0.1216,0.0033,0.0178,0.0634,0.2251,0.1485,Visual Computing,Computer Engineering,Computational Biology
583,0.173,0.0338,0.0525,0.0595,0.016,0.003,0.2747,0.0258,0.0257,0.0081,0.2468,0.0811,Visual Computing,Computer Engineering,Systems
584,0.1092,0.2409,0.0421,0.0965,0.0039,0.0205,0.1767,0.1446,0.0429,0.047,0.0757,0.0,Artificial Intelligence,Theory,Computer Engineering
585,0.0351,0.0297,0.0367,0.2085,0.0417,0.027,0.0892,0.2553,0.0351,0.0104,0.056,0.1751,Computational Biology,Artificial Intelligence,Theory
586,0.0528,0.1119,0.2116,0.1038,0.0611,0.0448,0.0027,0.274,0.0319,0.0109,0.0725,0.0221,Artificial Intelligence,Theory,Visual Computing
587,0.0867,0.0869,0.0581,0.1779,0.0303,0.0586,0.0759,0.1072,0.1508,0.0494,0.1022,0.0161,Human-Computer Interaction,Theory,Visual Computing
588,0.2179,0.039,0.1056,0.0017,0.0185,0.0539,0.1701,0.0605,0.2146,0.0534,0.0545,0.0103,Human-Computer Interaction,Computer Engineering,Systems
589,0.1108,0.0194,0.1569,0.165,0.196,0.0501,0.0772,0.1029,0.0096,0.0627,0.0024,0.047,Information Track,Theory,Computational Biology
590,0.0228,0.0274,0.0616,0.0769,0.1325,0.0105,0.0951,0.0274,0.1158,0.1377,0.1104,0.1819,Computational Biology,Information Track,Human-Computer Interaction
591,0.044,0.1558,0.061,0.0712,0.1123,0.002,0.1142,0.1037,0.0399,0.0096,0.0103,0.2761,Computational Biology,Artificial Intelligence,Theory
592,0.103,0.012,0.0389,0.0791,0.1591,0.0039,0.0238,0.1943,0.0008,0.0198,0.2815,0.0837,Visual Computing,Computational Biology,Artificial Intelligence
593,0.0276,0.0063,0.0026,0.0256,0.1942,0.049,0.116,0.228,0.0477,0.0193,0.0663,0.2173,Computational Biology,Artificial Intelligence,Information Track
594,0.1524,0.0064,0.1102,0.0793,0.2224,0.0122,0.0714,0.1977,0.0493,0.0615,0.0068,0.0305,Information Track,Artificial Intelligence,Computational Biology
595,0.0333,0.2463,0.0282,0.0524,0.0944,0.015,0.0566,0.1138,0.1711,0.0835,0.0938,0.0115,Artificial Intelligence,Human-Computer Interaction,Theory
596,0.2141,0.0104,0.1095,0.0226,0.1992,0.0935,0.103,0.0182,0.043,0.0706,0.1079,0.0081,Information Track,Systems,Human-Computer Interaction
597,0.2316,0.156,0.0223,0.1222,0.0516,0.0437,0.0267,0.0614,0.0924,0.0374,0.07,0.0848,Human-Computer Interaction,Systems,Information Track
598,0.1254,0.0054,0.1984,0.0619,0.0307,0.028,0.0666,0.2201,0.048,0.1399,0.0103,0.0653,Artificial Intelligence,Visual Computing,Computational Biology
599,0.3158,0.097,0.0156,0.0459,0.0175,0.0347,0.0999,0.0973,0.0171,0.1684,0.0592,0.0315,Systems,Computer Engineering,Information Track
600,0.0509,0.0678,0.0599,0.0486,0.0513,0.0142,0.1223,0.057,0.0103,0.1061,0.1967,0.2149,Visual Computing,Computational Biology,Computer Engineering
601,0.0572,0.0181,0.0907,0.0148,0.3375,0.0252,0.0362,0.0648,0.06,0.1966,0.0757,0.0233,Information Track,Computational Biology,Artificial Intelligence
602,0.0237,0.0542,0.0122,0.0721,0.0635,0.0955,0.2115,0.1854,0.2225,0.0214,0.0107,0.0274,Computer Engineering,Human-Computer Interaction,Artificial Intelligence
603,0.1624,0.2576,0.1412,0.0084,0.2121,0.0396,0.0007,0.0421,0.0034,0.0565,0.0298,0.0462,Information Track,Artificial Intelligence,Theory
604,0.0727,0.1554,0.083,0.0436,0.131,0.1806,0.0098,0.0581,0.0256,0.0037,0.0845,0.152,Computational Biology,Systems,Artificial Intelligence
605,0.0148,0.1391,0.1596,0.2043,0.0256,0.1948,0.0321,0.0668,0.0043,0.0037,0.1059,0.0489,Theory,Visual Computing,Systems
606,0.0335,0.0239,0.1253,0.0,0.1853,0.0093,0.024,0.0552,0.075,0.0496,0.0437,0.3754,Computational Biology,Information Track,Artificial Intelligence
607,0.1203,0.0028,0.066,0.2439,0.0421,0.0116,0.1666,0.1092,0.0991,0.0065,0.0178,0.1143,Theory,Human-Computer Interaction,Computer Engineering
608,0.0179,0.0538,0.0604,0.0256,0.2276,0.1419,0.0984,0.0062,0.0086,0.0521,0.0135,0.294,Computational Biology,Information Track,Computer Engineering
609,0.017,0.0658,0.0446,0.1004,0.0136,0.0554,0.0316,0.2153,0.0041,0.2412,0.1762,0.0348,Visual Computing,Artificial Intelligence,Theory
610,0.0984,0.002,0.2152,0.0472,0.0228,0.0284,0.0043,0.2869,0.0025,0.0672,0.0369,0.1879,Computational Biology,Artificial Intelligence,Visual Computing
611,0.035,0.0942,0.0817,0.1505,0.0087,0.0267,0.03,0.1662,0.026,0.1057,0.0301,0.2453,Computational Biology,Theory,Artificial Intelligence
612,0.2433,0.0624,0.0371,0.0228,0.0044,0.0267,0.0907,0.0651,0.2461,0.0431,0.101,0.0574,Human-Computer Interaction,Visual Computing,Systems
613,0.0729,0.0316,0.0616,0.0646,0.1245,0.2867,0.0405,0.0044,0.0696,0.0798,0.0187,0.145,Systems,Computer Engineering,Computational Biology
614,0.2531,0.1759,0.0132,0.1256,0.0736,0.0365,0.0469,0.1143,0.0395,0.0282,0.041,0.0522,Artificial Intelligence,Human-Computer Interaction,Systems
615,0.0258,0.2842,0.1378,0.1233,0.0129,0.1139,0.0158,0.0101,0.0921,0.0634,0.1092,0.0115,Theory,Artificial Intelligence,Systems
616,0.0425,0.0145,0.3278,0.062,0.0876,0.0297,0.0075,0.2806,0.0254,0.0415,0.0791,0.0019,Artificial Intelligence,Visual Computing,Theory
617,0.1786,0.0826,0.035,0.0068,0.0191,0.2422,0.1245,0.0309,0.0073,0.126,0.0913,0.0557,Systems,Computer Engineering,Visual Computing
618,0.0408,0.0221,0.1001,0.319,0.0175,0.0822,0.0499,0.0535,0.0265,0.1576,0.06,0.0709,Theory,Computer Engineering,Systems
619,0.0616,0.034,0.0152,0.2124,0.037,0.1987,0.0839,0.0911,0.1074,0.0777,0.018,0.0628,Computer Engineering,Systems,Theory
620,0.1593,0.1601,0.0493,0.0901,0.0314,0.0345,0.0034,0.3318,0.0346,0.0377,0.0479,0.0199,Artificial Intelligence,Visual Computing,Computational Biology
621,0.135,0.0103,0.0191,0.137,0.0549,0.163,0.1079,0.0392,0.1393,0.0164,0.1018,0.0761,Human-Computer Interaction,Systems,Computer Engineering
622,0.0193,0.0574,0.1271,0.4225,0.058,0.0322,0.0158,0.0184,0.0405,0.0284,0.1519,0.0285,Theory,Visual Computing,Human-Computer Interaction
623,0.043,0.0445,0.1666,0.0967,0.0876,0.0374,0.1566,0.0036,0.1881,0.0661,0.0467,0.0632,Theory,Human-Computer Interaction,Information Track
624,0.0997,0.0012,0.1858,0.0536,0.038,0.0135,0.0524,0.0621,0.0468,0.1028,0.0495,0.2947,Computational Biology,Theory,Visual Computing
625,0.0932,0.1679,0.0118,0.0516,0.0419,0.0859,0.2012,0.0083,0.0077,0.1936,0.0244,0.1126,Computer Engineering,Systems,Information Track
626,0.0427,0.0976,0.0073,0.0076,0.0444,0.1596,0.0293,0.0216,0.0509,0.1454,0.0989,0.2946,Computational Biology,Systems,Computer Engineering
627,0.0027,0.0144,0.1132,0.2068,0.0404,0.0329,0.1862,0.007,0.0555,0.0849,0.0989,0.157,Theory,Computer Engineering,Computational Biology
628,0.051,0.1104,0.1025,0.0923,0.1191,0.035,0.0103,0.0148,0.0296,0.0807,0.2136,0.1407,Visual Computing,Computational Biology,Theory
629,0.1449,0.0402,0.0483,0.0466,0.0198,0.0059,0.0832,0.4217,0.017,0.0045,0.1408,0.0271,Artificial Intelligence,Visual Computing,Computational Biology
630,0.1355,0.0932,0.223,0.0403,0.083,0.0479,0.0762,0.0457,0.016,0.0543,0.0576,0.1274,Theory,Computational Biology,Visual Computing
631,0.1079,0.0884,0.0098,0.1034,0.0563,0.1821,0.2047,0.0046,0.1394,0.0031,0.0371,0.0634,Computer Engineering,Systems,Human-Computer Interaction
632,0.0172,0.1475,0.0009,0.0199,0.0935,0.1348,0.2672,0.1315,0.1198,0.0539,0.0001,0.0138,Computer Engineering,Systems,Artificial Intelligence
633,0.0513,0.0755,0.0363,0.0881,0.0495,0.0052,0.0143,0.123,0.0866,0.1511,0.0084,0.3106,Computational Biology,Artificial Intelligence,Human-Computer Interaction
634,0.0171,0.0009,0.4341,0.024,0.0803,0.0142,0.0632,0.1707,0.0281,0.0808,0.0152,0.0714,Theory,Computational Biology,Artificial Intelligence
635,0.038,0.022,0.0348,0.0182,0.215,0.0469,0.0261,0.0551,0.0358,0.1263,0.3285,0.0534,Visual Computing,Information Track,Human-Computer Interaction
636,0.1409,0.0596,0.0122,0.0838,0.0514,0.0751,0.1574,0.0414,0.1652,0.0992,0.0479,0.066,Human-Computer Interaction,Computer Engineering,Systems
637,0.0438,0.4573,0.1225,0.005,0.044,0.1086,0.0065,0.0027,0.0665,0.045,0.0642,0.0339,Theory,Artificial Intelligence,Systems
638,0.0215,0.1399,0.0865,0.0267,0.0461,0.1072,0.009,0.0191,0.0091,0.2002,0.1671,0.1675,Visual Computing,Computational Biology,Systems
639,0.1232,0.1082,0.0634,0.1005,0.0038,0.095,0.1471,0.0678,0.0433,0.0318,0.1006,0.1154,Computer Engineering,Systems,Visual Computing
640,0.1452,0.0297,0.1041,0.0584,0.152,0.0532,0.0517,0.0611,0.0981,0.2371,0.0054,0.0039,Information Track,Human-Computer Interaction,Computer Engineering
641,0.216,0.0588,0.0743,0.0513,0.0077,0.1138,0.1071,0.0291,0.0285,0.1417,0.0059,0.1659,Systems,Computer Engineering,Information Track
642,0.0184,0.0558,0.1707,0.0704,0.0332,0.0726,0.0262,0.0202,0.3546,0.0863,0.0643,0.0273,Human-Computer Interaction,Theory,Information Track
643,0.0053,0.0033,0.0855,0.152,0.0816,0.1945,0.0036,0.0484,0.0286,0.0628,0.008,0.3263,Computational Biology,Theory,Systems
644,0.0162,0.1638,0.0356,0.2715,0.0518,0.1712,0.0003,0.0884,0.1496,0.0096,0.0065,0.0354,Theory,Human-Computer Interaction,Systems
645,0.2461,0.0709,0.068,0.0138,0.0001,0.1507,0.0083,0.0911,0.2232,0.0212,0.0993,0.0074,Human-Computer Interaction,Systems,Visual Computing
646,0.1069,0.0207,0.1538,0.0414,0.0719,0.1057,0.0217,0.1563,0.0416,0.1254,0.0199,0.1346,Computational Biology,Artificial Intelligence,Information Track
647,0.0137,0.0553,0.0283,0.1376,0.0303,0.2129,0.2218,0.0218,0.0949,0.0092,0.0496,0.1246,Computer Engineering,Systems,Theory
648,0.1478,0.1345,0.0456,0.0652,0.0149,0.1742,0.0962,0.1693,0.0393,0.0538,0.0558,0.0036,Systems,Computer Engineering,Artificial Intelligence
649,0.029,0.1131,0.1583,0.0508,0.0423,0.0022,0.147,0.0009,0.2014,0.0467,0.0291,0.1794,Theory,Computational Biology,Human-Computer Interaction
650,0.003,0.1041,0.0951,0.0296,0.0669,0.1262,0.1552,0.0001,0.3301,0.0215,0.0318,0.0365,Human-Computer Interaction,Computer Engineering,Systems
651,0.0043,0.0147,0.4821,0.0425,0.0138,0.0127,0.1427,0.2165,0.0333,0.0024,0.0283,0.0065,Theory,Artificial Intelligence,Visual Computing
652,0.0102,0.0527,0.0244,0.0677,0.0273,0.2632,0.2204,0.078,0.0408,0.0447,0.0495,0.1213,Computer Engineering,Systems,Computational Biology
653,0.0566,0.183,0.2716,0.0385,0.0775,0.0094,0.0211,0.0502,0.0217,0.197,0.0162,0.0573,Theory,Artificial Intelligence,Information Track
654,0.0784,0.0991,0.0407,0.1712,0.0707,0.0487,0.0059,0.0526,0.1447,0.0803,0.1503,0.0574,Human-Computer Interaction,Theory,Visual Computing
655,0.021,0.0023,0.0602,0.1996,0.2603,0.0584,0.1141,0.0911,0.0881,0.0439,0.0244,0.0365,Information Track,Computational Biology,Human-Computer Interaction
656,0.0069,0.0269,0.0011,0.12,0.0463,0.4399,0.0262,0.0516,0.0539,0.001,0.2223,0.004,Systems,Computer Engineering,Visual Computing
657,0.2186,0.1728,0.0595,0.0609,0.0823,0.038,0.0809,0.0036,0.0043,0.0474,0.0619,0.1698,Systems,Information Track,Computational Biology
658,0.0122,0.1902,0.0259,0.0551,0.0419,0.0562,0.0179,0.077,0.1778,0.064,0.0742,0.2077,Computational Biology,Human-Computer Interaction,Artificial Intelligence
659,0.0873,0.0481,0.0213,0.1542,0.0614,0.0178,0.0224,0.1159,0.0032,0.3452,0.01,0.1134,Information Track,Computational Biology,Computer Engineering
660,0.0732,0.0987,0.3097,0.0776,0.1123,0.0074,0.0003,0.0409,0.1663,0.0188,0.0176,0.0771,Theory,Information Track,Computational Biology
661,0.0722,0.0861,0.0136,0.0057,0.195,0.0209,0.1328,0.1377,0.1024,0.0128,0.1193,0.1014,Computational Biology,Information Track,Artificial Intelligence
662,0.108,0.0489,0.0362,0.0155,0.0848,0.1047,0.053,0.0767,0.0537,0.1218,0.2754,0.0213,Visual Computing,Systems,Human-Computer Interaction
663,0.037,0.0117,0.0756,0.1006,0.2071,0.0252,0.2312,0.005,0.0712,0.0045,0.1728,0.0582,Information Track,Computer Engineering,Human-Computer Interaction
664,0.1447,0.2329,0.0213,0.0051,0.276,0.0495,0.0181,0.0826,0.1193,0.0041,0.042,0.0044,Information Track,Artificial Intelligence,Human-Computer Interaction
665,0.0306,0.1266,0.2276,0.0569,0.0099,0.1326,0.0408,0.0094,0.143,0.0795,0.0739,0.0693,Theory,Visual Computing,Systems
666,0.0206,0.0219,0.1076,0.0229,0.0533,0.1407,0.1415,0.0558,0.1451,0.1684,0.0982,0.0239,Computer Engineering,Systems,Human-Computer Interaction
667,0.0334,0.0395,0.013,0.0333,0.0245,0.0634,0.2495,0.0115,0.133,0.1213,0.0105,0.267,Computer Engineering,Computational Biology,Systems
668,0.0799,0.043,0.1343,0.0283,0.1124,0.0039,0.1738,0.0565,0.0962,0.0238,0.1074,0.1406,Computational Biology,Visual Computing,Information Track
669,0.0537,0.0806,0.0511,0.1883,0.0578,0.1546,0.1355,0.0443,0.0219,0.0437,0.1467,0.0217,Computer Engineering,Systems,Theory
670,0.0608,0.1343,0.0357,0.0841,0.0231,0.0095,0.1295,0.0085,0.0259,0.1581,0.0348,0.2957,Computational Biology,Computer Engineering,Systems
671,0.3914,0.0314,0.0042,0.1226,0.0602,0.0107,0.1234,0.0032,0.205,0.015,0.0137,0.0194,Human-Computer Interaction,Information Track,Systems
672,0.2459,0.0901,0.1232,0.0386,0.0313,0.0204,0.0499,0.0612,0.0762,0.0227,0.2264,0.0142,Visual Computing,Human-Computer Interaction,Information Track
673,0.2918,0.0013,0.0568,0.0351,0.0516,0.0732,0.0495,0.0464,0.1142,0.1002,0.155,0.0249,Human-Computer Interaction,Visual Computing,Information Track
674,0.0906,0.0848,0.0445,0.0642,0.0363,0.0147,0.0232,0.0107,0.1108,0.1042,0.2899,0.1261,Visual Computing,Human-Computer Interaction,Information Track
675,0.0037,0.1511,0.1391,0.041,0.0618,0.2616,0.0532,0.1652,0.0061,0.0149,0.0407,0.0616,Artificial Intelligence,Systems,Theory
676,0.1209,0.3173,0.0351,0.0035,0.1153,0.0662,0.0158,0.0487,0.0968,0.105,0.0494,0.026,Artificial Intelligence,Information Track,Systems
677,0.3421,0.1023,0.0493,0.0309,0.1234,0.0261,0.0177,0.0709,0.0322,0.0932,0.0118,0.1,Information Track,Human-Computer Interaction,Systems
678,0.0254,0.0,0.0103,0.2066,0.1539,0.0203,0.1148,0.0715,0.2695,0.0356,0.0872,0.005,Human-Computer Interaction,Information Track,Theory
